VM Name,Host,IP Addresses,Cores,Memory Capacity,Storage,Controller Read IOPS,Controller Write IOPS,Controller IO Bandwidth,Backup and Recovery Capable,Flash Mode,CPU Usage,Memory Usage,Controller Avg IO Latency,Timestamp
Wifi-OutDoor-PoC01-VPN,NTNX-J3014836-A/AHV,172.22.250.252,4,8 GiB,6.47 GiB / 30 GiB,0,0,0 KBps,Yes,No,25.70%,69.19%,9.20 ms,2025-04-22T09:41:33.521604
WinServer_2019_Amine,NTNX-J900RCNW-A/AHV,172.22.3.102,16,16 GiB,19.31 GiB / 205.36 GiB,0,0,2 KBps,Yes,No,74.29%,73.60%,5.80 ms,2025-04-22T09:41:33.521604
xtract,,,4,64 GiB,2.82 GiB / 150 GiB,-,-,-,Yes,No,29.24%,20.94%,2.67 ms,2025-04-22T09:41:33.521604
ACI-ADTRAN01,NTNX-J9023FVM-A/AHV,172.16.28.21,6,16 GiB,15.08 GiB / 255.36 GiB,0,0,4 KBps,Yes,No,60.51%,41.38%,1.00 ms,2025-04-22T09:41:53.521604
ACI-ADTRAN02,NTNX-J302KCTX-A/AHV,172.16.28.22,6,16 GiB,15.07 GiB / 255.36 GiB,0,0,0 KBps,Yes,No,28.41%,14.75%,8.81 ms,2025-04-22T09:41:53.521604
ACI-ADTRAN03,NTNX-J302KCTX-A/AHV,172.16.28.23,6,16 GiB,15.08 GiB / 255.36 GiB,0,0,3 KBps,Yes,No,0.06%,62.92%,4.57 ms,2025-04-22T09:41:53.521604
ADTRAN-BACKUP01,NTNX-J9023FVL-A/AHV,172.16.28.17,4,8 GiB,5.17 GiB / 200 GiB,0,0,0 KBps,Yes,No,34.17%,75.10%,7.21 ms,2025-04-22T09:41:53.521604
AI-VM01,NTNX-J30212D6-A/AHV,,4,12 GiB,6.05 GiB / 500 GiB,-,-,-,Yes,No,4.38%,66.29%,3.64 ms,2025-04-22T09:41:53.521604
AI-VM02,NTNX-J3014839-A/AHV,,8,24 GiB,38.63 GiB / 600 GiB,-,-,-,Yes,No,55.01%,99.80%,5.66 ms,2025-04-22T09:41:53.521604
AI-VM03,NTNX-J30212D6-A/AHV,,4,12 GiB,2.99 GiB / 200 GiB,-,-,-,Yes,No,43.06%,86.36%,1.69 ms,2025-04-22T09:41:53.521604
AMICAL-WebServer01,NTNX-J3014837-A/AHV,10.1.10.10,8,16 GiB,16.56 GiB / 255.14 GiB,0,0,5 KBps,Yes,No,23.14%,62.41%,7.92 ms,2025-04-22T09:41:53.521604
AMS01,,,12,96 GiB,603.14 GiB / 2.5 TiB,-,-,-,Yes,No,40.56%,86.57%,1.97 ms,2025-04-22T09:41:53.521604
AMS01-30012023,,,12,96 GiB,416.52 GiB / 2.44 TiB,-,-,-,Yes,No,65.32%,72.66%,7.31 ms,2025-04-22T09:41:53.521604
AMS01-30012023-initial_clone,,,12,96 GiB,6.15 GiB / 2.45 TiB,-,-,-,Yes,No,99.40%,86.05%,3.58 ms,2025-04-22T09:41:53.521604
AMS01-clone07032025,,,12,96 GiB,938.83 GiB / 2.44 TiB,-,-,-,Yes,No,71.36%,55.83%,1.25 ms,2025-04-22T09:41:53.521604
AMS01-clone22022025,NTNX-J9023FVM-A/AHV,172.30.7.124 | 172.30.7.108 | 172.30.7.116,12,96 GiB,813.68 GiB / 2.44 TiB,0,0,5 KBps,Yes,No,15.82%,58.05%,9.58 ms,2025-04-22T09:41:53.521604
AMS01-New,,,12,96 GiB,682.86 GiB / 2.64 TiB,-,-,-,Yes,No,86.29%,32.30%,2.70 ms,2025-04-22T09:41:53.521604
AMS02,,,12,96 GiB,476.5 GiB / 2.5 TiB,-,-,-,Yes,No,99.91%,61.88%,2.56 ms,2025-04-22T09:41:53.521604
AMS02-06032023,NTNX-J302KCTX-A/AHV,172.30.7.125 | 172.30.7.109 | 172.30.7.117,12,96 GiB,562.81 GiB / 2.44 TiB,0,55,959 KBps,Yes,No,70.83%,37.92%,8.74 ms,2025-04-22T09:41:53.521604
AMS02-06032023-clone08092023,,,12,96 GiB,- / 2.44 TiB,-,-,-,Yes,No,88.82%,65.34%,7.16 ms,2025-04-22T09:41:53.521604
AMS02-06032023-clone_10012025,,,12,96 GiB,503.15 GiB / 2.44 TiB,-,-,-,Yes,No,15.11%,22.40%,6.86 ms,2025-04-22T09:41:53.521604
AMS02-06032023-clone_Full_OS,,,12,96 GiB,3.98 GiB / 2.44 TiB,-,-,-,Yes,No,84.67%,69.75%,6.82 ms,2025-04-22T09:41:53.521604
AMS02-20022023-BRUT,,,12,96 GiB,8.15 GiB / 2.45 TiB,-,-,-,Yes,No,47.98%,9.50%,4.74 ms,2025-04-22T09:41:53.521604
AMS02-new,,,12,96 GiB,676.01 GiB / 2.44 TiB,-,-,-,Yes,No,25.15%,61.70%,2.06 ms,2025-04-22T09:41:53.521604
AMS02-new-clone15022023,,,12,96 GiB,676.01 GiB / 2.44 TiB,-,-,-,Yes,No,35.22%,46.19%,8.99 ms,2025-04-22T09:41:53.521604
AMS03,NTNX-J30212D6-A/AHV,172.30.7.126,8,8 GiB,17.48 GiB / 45.65 GiB,0,0,7 KBps,Yes,No,72.47%,75.01%,9.93 ms,2025-04-22T09:41:53.521604
AUTIN-OWS01,,,4,12 GiB,40.57 GiB / 320 GiB,-,-,-,Yes,No,96.56%,51.25%,1.02 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01,NTNX-J30212D6-A/AHV,192.168.60.25 | 172.30.6.214,4,16 GiB,17.02 GiB / 150 GiB,0,0,2 KBps,Yes,No,54.73%,6.20%,3.33 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01-clone09022023,,,4,16 GiB,14.54 GiB / 150 GiB,-,-,-,Yes,No,74.57%,62.52%,2.88 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01-Clone23112022,,,4,16 GiB,12.89 GiB / 150 GiB,-,-,-,Yes,No,29.69%,42.82%,4.31 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01-HUAWEI01,NTNX-J900RCNW-A/AHV,192.168.60.26 | 172.30.6.165,16,16 GiB,31.68 GiB / 300 GiB,0,649,4.6 MBps,Yes,No,76.98%,40.77%,8.43 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01-HUAWEI01-clone09022023,,,16,16 GiB,26.58 GiB / 300 GiB,-,-,-,Yes,No,28.92%,21.40%,3.71 ms,2025-04-22T09:41:53.521604
BB-CACTI-DATA01-HUAWEI01-Clone23112022,,,16,16 GiB,25.27 GiB / 300 GiB,-,-,-,Yes,No,6.18%,94.19%,7.89 ms,2025-04-22T09:41:53.521604
BB-CACTI-SIMENS01,NTNX-J900RCNW-A/AHV,192.168.60.27 | 172.16.28.20,4,16 GiB,14.15 GiB / 150 GiB,0,224,1.62 MBps,Yes,No,1.12%,80.44%,4.57 ms,2025-04-22T09:41:53.521604
BB-CACTI-SIMENS01-clone09022023,,,4,16 GiB,12.15 GiB / 150 GiB,-,-,-,Yes,No,74.55%,14.43%,7.87 ms,2025-04-22T09:41:53.521604
BB-CACTI-SIMENS01-Clone23112022,,,4,16 GiB,11.94 GiB / 150 GiB,-,-,-,Yes,No,1.97%,93.84%,8.59 ms,2025-04-22T09:41:53.521604
BB-CACTI01,NTNX-J3014838-A/AHV,10.5.11.131 | 192.168.60.4,8,8 GiB,38.74 GiB / 50.35 GiB,0,20,136 KBps,Yes,No,27.56%,61.33%,7.67 ms,2025-04-22T09:41:53.521604
BB-CACTI02,,,8,16 GiB,69.19 GiB / 100.34 GiB,-,-,-,Yes,No,97.38%,82.95%,9.53 ms,2025-04-22T09:41:53.521604
BB-CACTI02-New,NTNX-J3014836-A/AHV,192.168.60.9,8,8 GiB,8.61 GiB / 60 GiB,0,0,2 KBps,Yes,No,92.24%,33.71%,2.29 ms,2025-04-22T09:41:53.521604
BB-CACTI03,NTNX-J30212D6-A/AHV,10.5.11.138 | 192.168.60.6,8,8 GiB,63.87 GiB / 120 GiB,0,0,4 KBps,Yes,No,81.96%,18.91%,1.80 ms,2025-04-22T09:41:53.521604
BB-CACTI04,NTNX-J30212D6-A/AHV,192.168.60.7 | 10.5.11.141,2,3 GiB,4 GiB / 40 GiB,0,9,54 KBps,Yes,No,22.85%,15.09%,6.46 ms,2025-04-22T09:41:53.521604
BB-CACTI04-bis,NTNX-J30212D6-A/AHV,192.168.60.10 | 10.5.11.135,4,4 GiB,7.83 GiB / 40 GiB,0,0,1 KBps,Yes,No,15.50%,52.98%,1.42 ms,2025-04-22T09:41:53.521604
BB-CACTI04-Clone20042021,,,2,3 GiB,3.19 GiB / 40 GiB,-,-,-,Yes,No,52.44%,83.50%,5.51 ms,2025-04-22T09:41:53.521604
BB-CACTI05,,,2,4 GiB,17.64 GiB / 30 GiB,-,-,-,Yes,No,2.27%,88.45%,6.00 ms,2025-04-22T09:41:53.521604
BB-CACTI06,NTNX-J30212D6-A/AHV,192.168.60.19 | 10.4.11.11,6,3 GiB,47.24 GiB / 60 GiB,0,1,5 KBps,Yes,No,79.27%,67.01%,9.04 ms,2025-04-22T09:41:53.521604
BB-CACTI07,NTNX-J3014837-A/AHV,10.5.11.139 | 192.168.60.8,4,8 GiB,8.28 GiB / 60 GiB,0,9,49 KBps,Yes,No,20.08%,85.61%,2.26 ms,2025-04-22T09:41:53.521604
BB-CACTI07-Clone20042021,,,4,8 GiB,6.77 GiB / 60 GiB,-,-,-,Yes,No,13.36%,95.68%,8.96 ms,2025-04-22T09:41:53.521604
BB-CACTI11,NTNX-J3014836-A/AHV,172.30.9.212 | 10.12.11.20,4,4 GiB,5.02 GiB / 20 GiB,0,0,4 KBps,Yes,No,82.21%,91.70%,9.37 ms,2025-04-22T09:41:53.521604
BB-CACTI12,NTNX-J30212D6-A/AHV,10.12.11.21 | 172.30.9.213,4,4 GiB,3.76 GiB / 20 GiB,0,0,0 KBps,Yes,No,52.24%,58.04%,2.15 ms,2025-04-22T09:41:53.521604
BB-ENERGIE01,NTNX-J3014837-A/AHV,10.0.4.6 | 192.168.60.164,4,3 GiB,39.44 GiB / 40 GiB,0,0,0 KBps,Yes,No,22.08%,34.68%,4.12 ms,2025-04-22T09:41:53.521604
BB-ENERGIE01-NEW,NTNX-J3014838-A/AHV,10.0.4.5 | 192.168.60.163,8,4 GiB,64.9 GiB / 65.64 GiB,0,1,15 KBps,Yes,No,64.08%,58.87%,4.46 ms,2025-04-22T09:41:53.521604
BB-FTP01,NTNX-J30212D6-A/AHV,192.168.60.23,4,8 GiB,11.72 GiB / 30.06 GiB,0,0,1 KBps,Yes,No,63.02%,27.75%,5.88 ms,2025-04-22T09:41:53.521604
BB-SLS01,,,8,12 GiB,2.11 TiB / 2.19 TiB,-,-,-,Yes,No,73.54%,33.27%,3.44 ms,2025-04-22T09:41:53.521604
BB-SMC-MGMT01,,,2,8 GiB,845.56 GiB / 900 GiB,-,-,-,Yes,No,64.43%,29.17%,4.22 ms,2025-04-22T09:41:53.521604
BB-SYSLOG01,NTNX-J3014837-A/AHV,172.22.3.2 | 10.5.11.98 | 172.30.8.203,4,24 GiB,626.71 GiB / 750 GiB,0,8,184 KBps,Yes,No,77.65%,36.86%,4.51 ms,2025-04-22T09:41:53.521604
BB-SYSLOG01,,,4,24 GiB,387.99 GiB / 700 GiB,-,-,-,Yes,No,86.10%,8.07%,6.71 ms,2025-04-22T09:41:53.521604
BB-SYSLOG01-19092023,,,4,24 GiB,- / 500 GiB,-,-,-,Yes,No,49.47%,99.77%,6.37 ms,2025-04-22T09:41:53.521604
BB-SYSLOG01-20102023,,,4,24 GiB,454.29 GiB / 750 GiB,-,-,-,Yes,No,9.29%,64.99%,2.82 ms,2025-04-22T09:41:53.521604
BB-WHATSUP-NEW2016,NTNX-J3014839-A/AHV,192.168.60.16,8,12 GiB,16.07 GiB / 125.64 GiB,0,0,0 KBps,Yes,No,57.16%,46.65%,5.70 ms,2025-04-22T09:41:53.521604
BB-WHATSUP-NEW2016-Clone,,,8,12 GiB,14.69 GiB / 125.64 GiB,-,-,-,Yes,No,31.84%,62.57%,3.48 ms,2025-04-22T09:41:53.521604
BB-WHATSUP02,,,2,4 GiB,25.17 GiB / 30.27 GiB,-,-,-,Yes,No,16.22%,40.42%,2.15 ms,2025-04-22T09:41:53.521604
BB-WHATSUP03,,,2,4 GiB,18.01 GiB / 30 GiB,-,-,-,Yes,No,18.10%,66.81%,8.08 ms,2025-04-22T09:41:53.521604
BB-WHATSUP04,,,2,4 GiB,33.73 GiB / 50 GiB,-,-,-,Yes,No,88.69%,38.87%,8.83 ms,2025-04-22T09:41:53.521604
BB-WHATSUP05,,,2,4 GiB,18.33 GiB / 30 GiB,-,-,-,Yes,No,91.58%,72.84%,6.11 ms,2025-04-22T09:41:53.521604
BB-WHATSUP06,,,8,6 GiB,43.53 GiB / 50 GiB,-,-,-,Yes,No,83.18%,33.41%,9.27 ms,2025-04-22T09:41:53.521604
CCISI-Communik-Contact-Backup,NTNX-J3014837-A/AHV,10.1.10.4 | 10.55.199.19 | 10.1.11.3,12,32 GiB,19.77 GiB / 350 GiB,0,10,56 KBps,Yes,No,76.16%,88.36%,9.35 ms,2025-04-22T09:41:53.521604
CCISI-Communik-Contact-Principal,NTNX-J302KCTX-A/AHV,10.55.199.26 | 10.1.11.2 | 10.55.199.18,12,32 GiB,40.57 GiB / 350 GiB,0,10,60 KBps,Yes,No,13.07%,74.00%,1.11 ms,2025-04-22T09:41:53.521604
CCISI-Communik-Contact-Principal-clone31102023,,,12,32 GiB,16.5 GiB / 350 GiB,-,-,-,Yes,No,53.22%,16.27%,9.17 ms,2025-04-22T09:41:53.521604
CP-Backup01,NTNX-J3014837-A/AHV,192.168.60.53,4,8 GiB,258.77 GiB / 305.65 GiB,0,0,3 KBps,Yes,No,79.99%,70.45%,7.33 ms,2025-04-22T09:41:53.521604
CP-Net,,,24,250 GiB,461.29 GiB / 0.98 TiB,-,-,-,Yes,No,93.31%,27.15%,9.03 ms,2025-04-22T09:41:53.521604
CP-Net-clone12082022,NTNX-J900RCNW-A/AHV,10.5.11.148 | 192.168.60.48,24,250 GiB,521.44 GiB / 0.98 TiB,2,25,503 KBps,Yes,No,86.38%,90.86%,4.54 ms,2025-04-22T09:41:53.521604
CP-Net-clone27092023,,,24,250 GiB,308.69 GiB / 0.98 TiB,-,-,-,Yes,No,99.85%,33.42%,2.27 ms,2025-04-22T09:41:53.521604
CP-Net-New,,,24,250 GiB,75.17 GiB / 1 TiB,-,-,-,Yes,No,82.06%,87.07%,4.74 ms,2025-04-22T09:41:53.521604
CP-Performance,NTNX-J9023FVL-A/AHV,10.5.11.153 | 192.168.60.50,10,64 GiB,211.92 GiB / 650 GiB,0,14,377 KBps,Yes,No,11.55%,1.47%,3.80 ms,2025-04-22T09:41:53.521604
CP-Performance-clone27062022,,,10,64 GiB,156.13 GiB / 650 GiB,-,-,-,Yes,No,21.89%,47.36%,5.49 ms,2025-04-22T09:41:53.521604
CP-Performance-clone27072022,,,10,64 GiB,211.7 GiB / 650 GiB,-,-,-,Yes,No,77.62%,65.82%,8.64 ms,2025-04-22T09:41:53.521604
CPE-MGMT01,NTNX-J30212D6-A/AHV,172.30.9.243,8,8 GiB,17.83 GiB / 105.65 GiB,0,0,2 KBps,Yes,No,72.22%,88.88%,1.10 ms,2025-04-22T09:41:53.521604
CYNOIA-VM01,NTNX-J3014837-A/AHV,172.30.58.11 | 172.22.3.106,2,8 GiB,18.49 GiB / 100 GiB,0,2,39 KBps,Yes,No,82.53%,28.84%,3.99 ms,2025-04-22T09:41:53.521604
DDI-DHCP01,NTNX-J3014837-A/AHV,172.31.74.51 | 172.31.74.92,4,8 GiB,3.04 GiB / 100 GiB,0,2,16 KBps,Yes,No,70.44%,1.50%,6.17 ms,2025-04-22T09:41:53.521604
DDI-DHCP01-clone-16062022,,,4,8 GiB,2.35 GiB / 100 GiB,-,-,-,Yes,No,88.44%,46.43%,2.92 ms,2025-04-22T09:41:53.521604
DDI-DHCP02,NTNX-J302KCTX-A/AHV,172.31.74.52,4,8 GiB,2.41 GiB / 100 GiB,0,0,1 KBps,Yes,No,70.94%,26.55%,8.52 ms,2025-04-22T09:41:53.521604
DDI-DHCP02-clone-16062022,,,4,8 GiB,- / 100 GiB,-,-,-,Yes,No,60.34%,14.02%,3.94 ms,2025-04-22T09:41:53.521604
DDI-DNS-AUTH-COM01,NTNX-J3014838-A/AHV,172.31.74.76 | 196.203.82.46,8,16 GiB,19.22 GiB / 200 GiB,0,3,27 KBps,Yes,No,31.27%,72.46%,2.15 ms,2025-04-22T09:41:53.521604
DDI-DNS-AUTH-PRV01,NTNX-J3014838-A/AHV,172.31.74.59 | 172.31.74.118,8,16 GiB,2.4 GiB / 200 GiB,0,0,2 KBps,Yes,No,98.73%,21.12%,5.15 ms,2025-04-22T09:41:53.521604
DDI-DNS-AUTH-PRV02,NTNX-J3014838-A/AHV,172.31.74.60 | 172.31.74.126,8,16 GiB,2.58 GiB / 200 GiB,0,0,2 KBps,Yes,No,54.27%,88.87%,2.50 ms,2025-04-22T09:41:53.521604
DDI-DNS-AUTH-TT01,NTNX-J30212D6-A/AHV,172.31.74.75 | 196.203.82.38,8,16 GiB,19.53 GiB / 200 GiB,0,4,32 KBps,Yes,No,66.61%,9.21%,9.67 ms,2025-04-22T09:41:53.521604
DDI-DNS-REC01,NTNX-J3014838-A/AHV,172.31.74.67 | 196.203.82.54,8,16 GiB,50.47 GiB / 200 GiB,0,0,2 KBps,Yes,No,18.55%,41.09%,6.98 ms,2025-04-22T09:41:53.521604
DDI-DNS-REC02,NTNX-J3014838-A/AHV,172.31.74.68 | 196.203.82.62,16,16 GiB,50.7 GiB / 200 GiB,0,0,1 KBps,Yes,No,5.96%,50.26%,6.22 ms,2025-04-22T09:41:53.521604
DDI-IPAM01,NTNX-J3014839-A/AHV,172.31.74.43,8,16 GiB,4.37 GiB / 600 GiB,0,0,4 KBps,Yes,No,67.52%,74.99%,1.63 ms,2025-04-22T09:41:53.521604
DDI-PERF-T-VM-K,,,4,8 GiB,3 GiB / 50 GiB,-,-,-,Yes,No,10.43%,96.01%,9.81 ms,2025-04-22T09:41:53.521604
DEDR-OSP_ADTRAN01,NTNX-J3014839-A/AHV,172.30.7.74 | 172.30.7.67,4,8 GiB,40.29 GiB / 120 GiB,0,2,67 KBps,Yes,No,38.77%,39.08%,5.36 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCADD01,NTNX-J9023FVL-A/AHV,172.31.114.133 | 172.31.114.165 | 172.31.114.195 | 172.31.114.203,16,32 GiB,5.99 GiB / 300 GiB,0,0,5 KBps,Yes,No,26.55%,71.65%,2.11 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCADD02,NTNX-J9023FVM-A/AHV,172.31.114.134 | 172.31.114.166 | 172.31.114.196 | 172.31.114.204,16,32 GiB,5.31 GiB / 300 GiB,0,1,8 KBps,Yes,No,80.62%,90.32%,4.86 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCADD03,NTNX-J9023FVM-A/AHV,172.31.114.135 | 172.31.114.167 | 172.31.114.211 | 172.31.114.219,16,32 GiB,21.8 GiB / 313.26 GiB,0,1,9 KBps,Yes,No,57.59%,74.93%,9.33 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCADD04,NTNX-J9023FVM-A/AHV,172.31.114.136 | 172.31.114.168 | 172.31.114.212 | 172.31.114.220,16,32 GiB,18.81 GiB / 313.26 GiB,0,0,1 KBps,Yes,No,95.29%,15.49%,6.29 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCDB01,NTNX-J9023FVL-A/AHV,172.31.114.139 | 172.31.114.171,32,64 GiB,19.24 GiB / 613.26 GiB,0,0,14 KBps,Yes,No,46.36%,62.72%,5.59 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCDMC01,NTNX-J9023FVL-A/AHV,172.31.114.131 | 172.31.114.163 | 172.31.114.243,32,48 GiB,83.4 GiB / 613.26 GiB,0,12,1.92 MBps,Yes,No,63.44%,75.86%,9.24 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCDMC02,NTNX-J9023FVL-A/AHV,172.31.114.132 | 172.31.114.164 | 172.31.114.244,32,48 GiB,62.35 GiB / 613.26 GiB,0,7,1.08 MBps,Yes,No,12.70%,44.83%,2.18 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCES01,NTNX-J9023FVM-A/AHV,172.31.114.138 | 172.31.114.170,16,32 GiB,20.4 GiB / 613.26 GiB,0,9,181 KBps,Yes,No,60.61%,22.94%,6.47 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCMMG01,NTNX-J9023FVL-A/AHV,172.31.114.137 | 172.31.114.169 | 172.31.114.227 | 172.31.114.245,8,16 GiB,19.02 GiB / 313.26 GiB,0,3,30 KBps,Yes,No,49.91%,10.73%,6.96 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCREP01,NTNX-J9023FVL-A/AHV,172.31.114.141 | 172.31.114.173,8,16 GiB,24.84 GiB / 613.26 GiB,0,4,43 KBps,Yes,No,63.73%,28.79%,4.99 ms,2025-04-22T09:41:53.521604
DMC4.6-LPCSAFER01,NTNX-J9023FVL-A/AHV,172.31.114.140 | 172.31.114.172 | 172.31.114.246,8,16 GiB,121.2 GiB / 613.26 GiB,0,0,1 KBps,Yes,No,92.84%,84.05%,1.41 ms,2025-04-22T09:41:53.521604
e-istichara-GW-SMS,,,4,4 GiB,2.35 GiB / 100 GiB,-,-,-,Yes,No,75.91%,44.67%,6.64 ms,2025-04-22T09:41:53.521604
e-istichara-GW-SMS-clone07012022,,,4,4 GiB,- / 100 GiB,-,-,-,Yes,No,74.27%,53.76%,2.14 ms,2025-04-22T09:41:53.521604
eSante-Backup,NTNX-J3014836-A/AHV,192.168.136.3,4,8 GiB,58.77 GiB / 60 GiB,0,0,14 KBps,Yes,No,48.51%,20.26%,6.93 ms,2025-04-22T09:41:53.521604
eSante-Wintax,NTNX-J3014839-A/AHV,192.168.136.4 | 172.22.3.103,8,32 GiB,247.39 GiB / 606.67 GiB,8,20,234 KBps,Yes,No,90.22%,23.64%,7.97 ms,2025-04-22T09:41:53.521604
ESIGHT01,NTNX-J30212D6-A/AHV,172.30.0.135 | 192.168.60.214,8,32 GiB,495.7 GiB / 600 GiB,0,37,497 KBps,Yes,No,43.54%,90.91%,4.29 ms,2025-04-22T09:41:53.521604
ESIGHT01-clone21062022-bis,,,8,32 GiB,493.89 GiB / 600 GiB,-,-,-,Yes,No,10.05%,28.65%,4.76 ms,2025-04-22T09:41:53.521604
ESIGHT01-SUSE12.5,NTNX-J3014839-A/AHV,192.168.60.213 | 172.30.0.140,24,32 GiB,354.49 GiB / 603.08 GiB,0,2,23 KBps,Yes,No,10.51%,68.29%,2.30 ms,2025-04-22T09:41:53.521604
ESIGHT01-SUSE12.5-clone09082022,,,24,32 GiB,7.86 GiB / 603.84 GiB,-,-,-,Yes,No,58.32%,6.01%,8.39 ms,2025-04-22T09:41:53.521604
ESIGHT02,,,8,32 GiB,423.03 GiB / 1 TiB,-,-,-,Yes,No,31.14%,12.38%,7.53 ms,2025-04-22T09:41:53.521604
EWSD-01,,,2,6 GiB,80.91 GiB / 90 GiB,-,-,-,Yes,No,92.89%,84.95%,8.43 ms,2025-04-22T09:41:53.521604
EWSD-02,,,2,6 GiB,18.2 GiB / 50 GiB,-,-,-,Yes,No,53.26%,32.61%,9.37 ms,2025-04-22T09:41:53.521604
FM-COGNOS,NTNX-J302KCTX-A/AHV,172.31.71.163,4,32 GiB,44.47 GiB / 80 GiB,0,0,4 KBps,Yes,No,65.89%,78.03%,3.62 ms,2025-04-22T09:41:53.521604
FM-DASH1,NTNX-J3014839-A/AHV,172.31.71.164,6,16 GiB,34.22 GiB / 130 GiB,0,0,6 KBps,Yes,No,21.10%,64.86%,5.78 ms,2025-04-22T09:41:53.521604
FM-DASH2,NTNX-J302KCTX-A/AHV,172.31.71.165,6,16 GiB,32.2 GiB / 130 GiB,0,0,5 KBps,Yes,No,79.85%,39.12%,1.22 ms,2025-04-22T09:41:53.521604
FM-DB1,NTNX-J30212D6-A/AHV,172.31.71.138,6,24 GiB,1.99 TiB / 2.1 TiB,0,7,229 KBps,Yes,No,88.97%,77.48%,7.10 ms,2025-04-22T09:41:53.521604
FM-DB2,NTNX-J302KCTX-A/AHV,172.31.71.139,6,24 GiB,2.02 TiB / 2.1 TiB,0,14,526 KBps,Yes,No,71.54%,10.43%,1.43 ms,2025-04-22T09:41:53.521604
fm-gate,NTNX-J3014839-A/AHV,193.95.52.19 | 172.31.71.142 | 172.31.71.174,12,8 GiB,8.64 GiB / 80 GiB,0,0,0 KBps,Yes,No,71.96%,46.86%,2.52 ms,2025-04-22T09:41:53.521604
FM-IMPACT,NTNX-J302KCTX-A/AHV,172.31.71.137,4,16 GiB,12.41 GiB / 80 GiB,0,0,7 KBps,Yes,No,68.23%,8.18%,2.02 ms,2025-04-22T09:41:53.521604
FM-OSAGG1,NTNX-J3014837-A/AHV,172.31.71.133,8,20 GiB,36.85 GiB / 80 GiB,0,343,3.78 MBps,Yes,No,69.05%,89.42%,8.27 ms,2025-04-22T09:41:53.521604
FM-OSAGG2,NTNX-J3014839-A/AHV,172.31.71.134,8,22 GiB,23.42 GiB / 80 GiB,0,335,3.81 MBps,Yes,No,50.87%,51.35%,3.28 ms,2025-04-22T09:41:53.521604
FM-OSCOL1,NTNX-J30212D6-A/AHV,172.31.71.135,4,10 GiB,27.75 GiB / 80 GiB,0,0,3 KBps,Yes,No,36.37%,96.65%,9.18 ms,2025-04-22T09:41:53.521604
FM-OSCOL2,NTNX-J3014837-A/AHV,172.31.71.136,4,10 GiB,24.61 GiB / 80 GiB,0,0,109 KBps,Yes,No,98.01%,35.83%,4.95 ms,2025-04-22T09:41:53.521604
FM-OSDIS1,NTNX-J3014837-A/AHV,172.31.71.131,8,20 GiB,26.58 GiB / 80 GiB,0,0,132 KBps,Yes,No,43.41%,42.60%,5.48 ms,2025-04-22T09:41:53.521604
FM-OSDIS2,NTNX-J9023FVM-A/AHV,172.31.71.132,8,20 GiB,17.78 GiB / 80 GiB,0,0,125 KBps,Yes,No,2.63%,55.36%,7.91 ms,2025-04-22T09:41:53.521604
FM-PROBESET1,NTNX-J3014838-A/AHV,193.95.52.18,2,8 GiB,12.05 GiB / 50 GiB,0,1,218 KBps,Yes,No,21.19%,8.37%,8.30 ms,2025-04-22T09:41:53.521604
FM-PROBESET2,NTNX-J3014838-A/AHV,193.95.52.20,2,8 GiB,27.78 GiB / 50 GiB,0,0,19 KBps,Yes,No,80.03%,35.57%,7.61 ms,2025-04-22T09:41:53.521604
FM-PROBESET3,NTNX-J302KCTX-A/AHV,193.95.52.22,2,8 GiB,8.27 GiB / 50 GiB,0,0,36 KBps,Yes,No,15.39%,73.88%,5.55 ms,2025-04-22T09:41:53.521604
FM-PROBESET4,NTNX-J3014837-A/AHV,193.95.52.24,2,8 GiB,23.07 GiB / 50 GiB,0,0,237 KBps,Yes,No,33.25%,80.15%,7.59 ms,2025-04-22T09:41:53.521604
FM-PROBESET5,NTNX-J3014837-A/AHV,193.95.52.26,2,8 GiB,8.84 GiB / 50 GiB,0,0,2 KBps,Yes,No,88.15%,75.14%,3.51 ms,2025-04-22T09:41:53.521604
FM-PROBESET6,NTNX-J3014839-A/AHV,193.95.52.28,4,8 GiB,10.84 GiB / 50 GiB,0,1,8 KBps,Yes,No,76.33%,97.07%,7.07 ms,2025-04-22T09:41:53.521604
FTP-Mobile,NTNX-J900RCNW-A/AHV,172.30.7.251 | 172.22.3.108,8,32 GiB,63.39 GiB / 150.05 GiB,0,0,0 KBps,Yes,No,31.15%,84.04%,7.17 ms,2025-04-22T09:41:53.521604
